,Unnamed: 0,Unnamed: 0.1,id,homeTacklesTotalHT,homeShotsTotalHT,awayDispossessedFT,awayPassSuccessFT,awayRatingsFT,awayDribbleSuccessFT,awayDribblesAttemptedHT,awayTeamLineUp,awayShotsBlockedHT,awayShotsTotalHT,homeDribbleSuccessHT,homeFoulsCommitedFT,homeAerialsTotalFT,homeRatingsHT,awayShotsOnTargetFT,awayShotsBlockedFT,homeInterceptionsHT,awayPossessionHT,homePassesKeyFT,awayShotsOnTargetHT,awayDribblesWonFT,awayTackleSuccessHT,homeCornersTotalFT,homeAerialsTotalHT,homeShotsBlockedFT,awayCornersTotalHT,homeCornersTotalHT,homeDribbleSuccessFT,homeTeamLineUp,awayPassSuccessHT,awayDribblesWonHT,homeDispossessedHT,awayAerialsTotalFT,homeShotsBlockedHT,awayPassesKeyFT,homeTackleSuccessHT,awayPassesKeyHT,homeFormation,awayInterceptionsHT,awayDispossessedHT,refereeName,homeDribblesWonHT,homePossessionFT,awayAerialsTotalHT,awayGoalHT,awayManagerName,awayInterceptionsFT,homeDribbledPastFT,homeGoalHT,awayDribbleSuccessHT,homeGoalFT,awayTacklesTotalHT,homeDribblesWonFT,awayTackleSuccessFT,awayTeam,homeDispossessedFT,awayOffsidesCaughtFT,awayDribbledPastFT,homeShotsOnTargetHT,awayFormation,awayOffsidesCaughtHT,homeDribbledPastHT,awayFoulsCommitedHT,homeShotsTotalFT,homePassSuccessFT,homeFoulsCommitedHT,awayCornersTotalFT,homeTeam,homeManagerName,awayFoulsCommitedFT,homeShotsOnTargetFT,homeDribblesAttemptedHT,awayRatingsHT,homeOffsidesCaughtHT,homeTacklesTotalFT,awayDribbledPastHT,awayGoalFT,homePassesKeyHT,homeOffsidesCaughtFT,homePossessionHT,venueName,awayDribblesAttemptedFT,homeInterceptionsFT,homePassSuccessHT,date,awayTacklesTotalFT,homeRatingsFT,homeDribblesAttemptedFT,homeTackleSuccessFT,awayPossessionFT,awayShotsTotalFT
1633,1633,1634,1634,11,2,13.0,84.74,6.6,28.57,3,"Petr Cech,Héctor Bellerín,Laurent Koscielny,Shkodran Mustafi,Nacho Monreal,Francis Coquelin,Santiago Cazorla,Theo Walcott,Mesut Özil,Alex Iwobi,Alexis Sánchez",7.0,14.0,58.33,9,11,6.14,9.0,9.0,6,0.57,4,4.0,2.0,73.08,2.0,6,2.0,3.0,2.0,73.08,"Eldin Jakupovic,Ahmed Elmohamady,Curtis Davies,Jake Livermore,Andrew Robertson,David Meyler,Tom Huddlestone,Sam Clucas,Robert Snodgrass,Abel Hernández,Adama Diomande",81.49,0.0,8,11,0.0,15.0,100.0,8.0,433,8,8.0,Roger East,4.0,0.39,6,1,Arsène Wenger,18,2.0,0,0.0,1,15,13.0,62.0,Arsenal,13,2.0,13.0,1.0,4231,0.0,0.0,6,6,76.08,6,4.0,Hull,Mike Phelan,12,2.0,7.0,6.34,0.0,20,4.0,4,2,3.0,0.43,KCOM Stadium,7,12,77.26,2016-09-17,30,6.27,17.0,88.89,0.61,24.0
1652,1652,1653,1653,18,2,14.0,68.12,6.55,71.15,13,"Petr Cech,Héctor Bellerín,Laurent Koscielny,Rob Holding,Nacho Monreal,Francis Coquelin,Granit Xhaka,Theo Walcott,Santiago Cazorla,Alex Oxlade-Chamberlain,Alexis Sánchez",4.0,9.0,33.33,11,38,6.22,4.0,5.0,14,0.65,6,1.0,22.0,75.0,2.0,28,5.0,4.0,1.0,31.37,"Kasper Schmeichel,Danny Simpson,Robert Huth,Wes Morgan,Christian Fuchs,Riyad Mahrez,Nampalys Mendy,Daniel Drinkwater,Marc Albrighton,Shinji Okazaki,Jamie Vardy",65.61,11.0,3,38,2.0,11.0,40.0,7.0,442,10,5.0,Mark Clattenburg,2.0,0.39,28,0,Arsène Wenger,21,22.0,0,86.36,0,8,6.0,75.76,Arsenal,8,2.0,6.0,0.0,4231,1.0,11.0,4,8,59.13,8,7.0,Leicester,Claudio Ranieri,7,1.0,6.0,6.28,0.0,45,2.0,0,2,1.0,0.35,King Power Stadium,31,29,54.0,2016-08-20,26,6.39,19.0,50.95,0.61,13.0
1671,1671,1672,1672,15,8,10.0,65.57,6.28,60.71,11,"Petr Cech,Héctor Bellerín,Laurent Koscielny,Shkodran Mustafi,Nacho Monreal,Francis Coquelin,Granit Xhaka,Alex Oxlade-Chamberlain,Alex Iwobi,Danny Welbeck,Olivier Giroud",0.0,2.0,66.67,8,46,6.4,3.0,2.0,6,0.43,14,1.0,10.0,85.0,9.0,21,6.0,3.0,4.0,77.78,"Simon Mignolet,Nathaniel Clyne,Joel Matip,Ragnar Klavan,James Milner,Emre Can,Georginio Wijnaldum,Adam Lallana,Sadio Mané,Roberto Firmino,Philippe Coutinho",62.56,8.0,9,46,3.0,5.0,46.97,0.0,433,3,4.0,Robert Madley,2.0,0.53,21,0,Arsène Wenger,10,10.0,2,72.22,3,12,7.0,67.5,Arsenal,13,3.0,7.0,4.0,4231,1.0,8.0,7,18,65.14,3,3.0,Liverpool,Jürgen Klopp,15,7.0,3.0,6.1,2.0,26,2.0,1,7,5.0,0.57,Anfield,16,7,69.88,2017-03-04,22,6.7,9.0,62.7,0.47,7.0
1690,1690,1691,1691,9,7,12.0,60.12,6.47,63.33,6,"Petr Cech,Héctor Bellerín,Gabriel,Laurent Koscielny,Nacho Monreal,Francis Coquelin,Granit Xhaka,Theo Walcott,Mesut Özil,Alex Iwobi,Alexis Sánchez",,4.0,70.0,9,33,6.02,1.0,,3,0.36,12,1.0,11.0,61.11,8.0,20,2.0,1.0,5.0,75.0,"Claudio Bravo,Pablo Zabaleta,Nicolás Otamendi,Aleksandar Kolarov,Gaël Clichy,Fernando,Leroy Sané,David Silva,Yaya Touré,Kevin De Bruyne,Raheem Sterling",57.87,5.0,4,33,2.0,4.0,42.86,3.0,4141,10,3.0,Martin Atkinson,4.0,0.61,20,1,Arsène Wenger,14,11.0,0,90.0,2,10,9.0,63.33,Arsenal,11,1.0,9.0,1.0,4231,1.0,5.0,7,14,72.44,3,1.0,Man City,Josep Guardiola,13,5.0,6.0,6.41,1.0,30,4.0,1,7,4.0,0.64,Etihad Stadium,18,11,74.8,2016-12-18,24,6.35,13.0,62.32,0.39,6.0
1709,1709,1710,1710,14,6,16.0,67.89,6.43,58.82,11,"Petr Cech,Carl Jenkinson,Laurent Koscielny,Shkodran Mustafi,Nacho Monreal,Mohamed Elneny,Francis Coquelin,Theo Walcott,Mesut Özil,Aaron Ramsey,Alexis Sánchez",1.0,4.0,62.5,14,36,6.21,1.0,1.0,14,0.59,9,0.0,11.0,55.0,10.0,18,2.0,1.0,5.0,47.06,"David de Gea,Antonio Valencia,Marcos Rojo,Phil Jones,Matteo Darmian,Paul Pogba,Ander Herrera,Michael Carrick,Juan Mata,Marcus Rashford,Anthony Martial",71.81,8.0,3,36,0.0,3.0,45.83,2.0,433,10,3.0,Andre Marriner,5.0,0.46,18,0,Arsène Wenger,15,11.0,0,70.0,1,12,10.0,70.0,Arsenal,12,,10.0,3.0,4231,,8.0,4,12,70.01,8,4.0,Man Utd,José Mourinho,11,5.0,9.0,6.24,2.0,34,5.0,1,3,3.0,0.41,Old Trafford,18,24,70.16,2016-11-19,33,6.48,21.0,67.86,0.54,5.0
1727,1727,1728,1728,13,5,11.0,71.26,6.49,46.43,9,"Petr Cech,Gabriel,Laurent Koscielny,Rob Holding,Alex Oxlade-Chamberlain,Granit Xhaka,Aaron Ramsey,Nacho Monreal,Alexis Sánchez,Mesut Özil,Olivier Giroud",1.0,3.0,75.0,11,49,6.21,4.0,4.0,6,0.69,8,2.0,8.0,53.85,2.0,26,2.0,3.0,0.0,70.0,"Brad Guzan,Antonio Barragán,Ben Gibson,Daniel Ayala,Fabio,Marten de Roon,Adam Clayton,Grant Leadbitter,Stewart Downing,Álvaro Negredo,Gastón Ramírez",70.58,6.0,5,49,2.0,7.0,59.09,2.0,433,2,4.0,Anthony Taylor,8.0,0.35,26,1,Arsène Wenger,12,8.0,0,64.29,1,15,13.0,62.18,Arsenal,14,,13.0,0.0,3421,,6.0,11,13,62.38,6,4.0,Middlesbrough,Steve Agnew,16,5.0,10.0,6.18,2.0,26,8.0,2,3,3.0,0.31,Riverside Stadium,16,14,58.21,2017-04-17,32,6.42,18.0,70.45,0.65,12.0
1746,1746,1747,1747,6,7,5.0,67.35,6.51,72.73,5,"Petr Cech,Shkodran Mustafi,Nacho Monreal,Rob Holding,Alex Oxlade-Chamberlain,Granit Xhaka,Aaron Ramsey,Kieran Gibbs,Alexis Sánchez,Mesut Özil,Danny Welbeck",3.0,6.0,66.67,8,33,6.18,4.0,4.0,7,0.54,12,1.0,10.0,80.0,5.0,15,3.0,2.0,4.0,72.22,"Fraser Forster,Cédric Soares,Maya Yoshida,Jack Stephens,Ryan Bertrand,Oriol Romeu,Steven Davis,James Ward-Prowse,Dusan Tadic,Nathan Redmond,Manolo Gabbiadini",73.21,2.0,7,33,2.0,10.0,50.0,5.0,4231,6,1.0,Jonathan Moss,3.0,0.47,15,0,Arsène Wenger,13,10.0,0,50.0,0,11,9.0,69.05,Arsenal,13,1.0,9.0,2.0,3421,0.0,2.0,1,14,70.48,3,5.0,Southampton,Claude Puel,5,3.0,4.0,6.18,0.0,20,3.0,2,6,2.0,0.46,St. Mary's Stadium,15,16,70.46,2017-05-10,25,6.29,12.0,39.74,0.53,11.0
1765,1765,1766,1766,19,2,18.0,73.82,6.68,83.33,9,"Petr Cech,Laurent Koscielny,Shkodran Mustafi,Rob Holding,Héctor Bellerín,Francis Coquelin,Granit Xhaka,Nacho Monreal,Alexis Sánchez,Mesut Özil,Olivier Giroud",0.0,5.0,70.0,13,34,6.14,6.0,1.0,6,0.71,8,2.0,14.0,61.11,7.0,19,3.0,4.0,2.0,60.71,"Jack Butland,Glen Johnson,Bruno Martins Indi,Ryan Shawcross,Erik Pieters,Glenn Whelan,Geoff Cameron,Xherdan Shaqiri,Joe Allen,Marko Arnautovic,Mame Biram Diouf",82.52,8.0,5,34,1.0,8.0,56.67,4.0,4231,4,10.0,Mike Dean,4.0,0.33,19,1,Arsène Wenger,9,14.0,0,88.89,1,11,11.0,61.36,Arsenal,9,2.0,11.0,0.0,3421,2.0,8.0,3,10,57.7,4,6.0,Stoke,Mark Hughes,7,4.0,6.0,6.27,2.0,35,4.0,4,1,3.0,0.29,bet365 Stadium,17,9,50.2,2017-05-13,27,6.17,18.0,59.62,0.67,10.0
1784,1784,1785,1785,12,2,10.0,78.02,6.73,67.65,8,"Petr Cech,Héctor Bellerín,Laurent Koscielny,Shkodran Mustafi,Kieran Gibbs,Mohamed Elneny,Francis Coquelin,Alex Oxlade-Chamberlain,Mesut Özil,Alex Iwobi,Alexis Sánchez",1.0,9.0,60.0,9,31,6.08,7.0,2.0,6,0.66,1,4.0,13.0,72.73,,19,1.0,3.0,,54.17,"Jordan Pickford,Billy Jones,John O'Shea,Lamine Koné,Patrick van Aanholt,Wahbi Khazri,Didier Ndong,Steven Pienaar,Jack Rodwell,Duncan Watmore,Jermain Defoe",79.28,5.0,6,31,1.0,15.0,59.09,7.0,451,6,4.0,Martin Atkinson,4.0,0.34,19,1,Arsène Wenger,15,13.0,0,62.5,1,12,8.0,75.0,Arsenal,13,1.0,8.0,0.0,4231,0.0,5.0,8,3,60.9,5,8.0,Sunderland,David Moyes,13,1.0,6.0,6.38,2.0,29,4.0,4,1,6.0,0.34,Stadium of Light,19,9,57.87,2016-10-29,27,6.14,14.0,56.25,0.66,21.0
1802,1802,1803,1803,5,5,9.0,75.63,6.6,77.27,2,"Petr Cech,Gabriel,Laurent Koscielny,Shkodran Mustafi,Nacho Monreal,Granit Xhaka,Aaron Ramsey,Alex Iwobi,Mesut Özil,Alexis Sánchez,Olivier Giroud",1.0,3.0,83.33,12,27,6.13,6.0,6.0,11,0.59,8,2.0,9.0,58.33,3.0,11,3.0,1.0,2.0,73.33,"Lukasz Fabianski,Kyle Naughton,Federico Fernández,Alfie Mawson,Stephen Kingsley,Jack Cork,Ki Sung-yueng,Nathan Dyer,Gylfi Sigurdsson,Wayne Routledge,Fernando Llorente",72.24,2.0,7,27,1.0,10.0,60.0,2.0,4231,10,3.0,Mike Jones,5.0,0.43,11,1,Arsène Wenger,21,9.0,0,100.0,0,13,12.0,54.86,Arsenal,12,,12.0,1.0,4231,,2.0,4,12,74.27,8,2.0,Swansea,Paul Clement,8,3.0,6.0,6.23,1.0,21,5.0,4,2,2.0,0.41,Liberty Stadium,12,15,74.93,2017-01-14,29,6.09,17.0,55.56,0.57,14.0
1821,1821,1822,1822,9,6,8.0,69.34,6.23,61.54,7,"Petr Cech,Gabriel,Laurent Koscielny,Nacho Monreal,Alex Oxlade-Chamberlain,Granit Xhaka,Aaron Ramsey,Kieran Gibbs,Alexis Sánchez,Mesut Özil,Olivier Giroud",3.0,7.0,50.0,7,24,6.2,4.0,4.0,5,0.41,14,1.0,9.0,69.05,14.0,10,3.0,3.0,6.0,44.79,"Hugo Lloris,Kieran Trippier,Toby Alderweireld,Jan Vertonghen,Ben Davies,Victor Wanyama,Eric Dier,Christian Eriksen,Dele Alli,Son Heung-Min,Harry Kane",67.52,5.0,3,24,2.0,9.0,42.86,7.0,4231,3,2.0,Michael Oliver,4.0,0.51,10,0,Arsène Wenger,5,9.0,0,75.0,2,10,11.0,70.0,Arsenal,9,5.0,11.0,1.0,3421,2.0,5.0,6,20,69.26,2,5.0,Tottenham,Mauricio Pochettino,15,11.0,7.0,6.15,0.0,23,4.0,0,4,2.0,0.59,White Hart Lane,15,8,71.37,2017-04-30,32,6.59,23.0,62.04,0.49,12.0
1839,1839,1840,1840,20,4,6.0,73.34,6.88,68.89,15,"Petr Cech,Héctor Bellerín,Laurent Koscielny,Rob Holding,Nacho Monreal,Santiago Cazorla,Granit Xhaka,Theo Walcott,Mesut Özil,Alex Oxlade-Chamberlain,Alexis Sánchez",1.0,7.0,50.0,18,33,5.97,7.0,1.0,6,0.62,8,6.0,22.0,68.18,3.0,15,2.0,1.0,1.0,59.38,"Heurelho Gomes,Sebastian Prödl,Christian Kabasele,Younes Kaboul,Nordin Amrabat,José Holebas,Adlène Guédioura,Etienne Capoue,Valon Behrami,Odion Ighalo,Troy Deeney",79.79,11.0,6,33,1.0,7.0,48.81,5.0,352,3,5.0,Kevin Friend,5.0,0.45,15,3,Arsène Wenger,15,22.0,0,69.7,1,16,11.0,67.39,Arsenal,14,2.0,11.0,0.0,4231,0.0,11.0,3,14,68.59,7,2.0,Watford,Walter Mazzarri,15,6.0,10.0,6.43,0.0,36,5.0,3,4,1.0,0.38,Vicarage Road,30,11,63.5,2016-08-27,33,6.08,19.0,44.13,0.55,10.0
1857,1857,1858,1858,5,6,12.0,82.1,6.35,86.36,1,"Petr Cech,Héctor Bellerín,Laurent Koscielny,Shkodran Mustafi,Nacho Monreal,Granit Xhaka,Alex Oxlade-Chamberlain,Theo Walcott,Aaron Ramsey,Alexis Sánchez,Danny Welbeck",2.0,5.0,60.0,5,29,6.27,2.0,5.0,5,0.78,10,2.0,10.0,66.67,4.0,14,1.0,0.0,3.0,75.0,"Ben Foster,Craig Dawson,Gareth McAuley,Jonny Evans,Nyom,Nacer Chadli,Jake Livermore,Darren Fletcher,Chris Brunt,James McClean,Salomón Rondón",80.62,1.0,5,29,1.0,9.0,87.5,4.0,451,5,4.0,Neil Swarbrick,5.0,0.23,14,1,Arsène Wenger,10,10.0,1,100.0,3,12,10.0,53.12,Arsenal,7,1.0,10.0,4.0,4231,0.0,1.0,3,12,48.9,4,5.0,West Brom,Tony Pulis,6,8.0,7.0,6.23,2.0,24,5.0,1,6,2.0,0.22,The Hawthorns,12,18,52.36,2017-03-18,20,6.57,13.0,60.53,0.77,11.0
1876,1876,1877,1877,13,4,4.0,66.97,6.71,68.18,12,"Petr Cech,Gabriel,Laurent Koscielny,Shkodran Mustafi,Nacho Monreal,Francis Coquelin,Granit Xhaka,Theo Walcott,Mesut Özil,Alex Oxlade-Chamberlain,Alexis Sánchez",1.0,5.0,25.0,10,30,6.08,10.0,3.0,8,0.53,8,2.0,16.0,87.5,3.0,13,2.0,1.0,2.0,35.0,"Darren Randolph,Angelo Ogbonna,Winston Reid,James Collins,Edimilson Fernandes,Pedro Obiang,Mark Noble,Arthur Masuaku,Manuel Lanzini,Dimitri Payet,Ashley Fletcher",70.65,8.0,5,30,1.0,17.0,33.33,6.0,3421,7,1.0,Craig Pawson,1.0,0.5,13,1,Arsène Wenger,17,16.0,0,72.73,1,9,4.0,80.56,Arsenal,9,2.0,4.0,1.0,4231,2.0,8.0,5,10,65.77,7,2.0,West Ham,Slaven Bilic,11,3.0,4.0,6.33,,28,1.0,5,4,,0.47,London Stadium,24,18,64.31,2016-12-03,21,6.16,12.0,41.33,0.5,19.0
